PrincipalDetails,IsDuplicated,BloomFilter32Bit
amayaskirca2211998,1,2117224279
amaypulfordcjzxvul1561993,1,3572142077
amberapnfwebb1581992,1,3628518694
amberbraunack1351942,0,2550987333
amberbraunack1351942,1,2550987333
amberbraunack1351942,1,2550987333
amberbsbvoadk2351942,1,2946144019
amberburnell1281982,1,735579584
amberburnell1281982,0,735579584
amberburnell1281982,1,735579584
ambercanavan491982,1,2266877977
ambercanavan491982,0,2266877977
ambercanavan591982,1,4194651226
ambercoleman2561996,1,2237155559
ambercoleman2561996,0,2237155559
ambercoleman791905,0,3502450556
ambercrouch14111901,1,3520107507
ambercrouch9101931,1,3759250881
ambercrouch931901,1,3071567542
ambercrouch931901,1,3071567542
ambercrouch931901,0,3071567542
ambercrouch931901,1,3071567542
amberdrpuch931901,1,1526315168
amberdudley371905,1,2351557557
amberdudley371905,0,2351557557
amberdudley371905,1,2351557557
amberdurnin10101925,0,2442235932
amberdurnin10101925,1,2442235932
amberdurnin10101925,1,2442235932
amberdurnin10101925,1,2442235932
amberdurningcrzi10101925,1,369250820
amberestacio1241972,1,1920171277
amberestacio1241972,0,1920171277
amberestacio1291972,1,2543799913
amberfcolemanqbkinoya791905,1,3214858556
ambergreen1991953,0,1187054963
ambergreen1991953,1,1187054963
ambergreenenvaftp1291957,1,2072605648
ambergreenm1991953,1,1850889322
ambergrubb2711985,0,2967565787
amberivtestacio1241972,1,1922887365
amberkerslake-ling21121903,1,2444248375
amberkerslake-ling28121903,1,881672560
amberkerslake-ling28121903,0,881672560
amberkyunmclpgdurnintcsgm10101925,1,2432272176
amberlhevyestacios2491972,1,3072338243
amberltrenchuk1141985,1,1116153024
ambermanson1321989,0,3247117809
ambernguyen2431978,0,871973387
ambernhvyen2431978,1,1367251197
ambernicolakopoulos771991,0,3821548215
ambernicolakopoulos771991,1,3821548215
ambernicolakopoulos771991,1,3821548215
amberreid1591944,1,1512168483
amberreid1591944,0,1512168483
amberreid1591944,1,1512168483
amberreid1591944,1,1512168483
amberreid1591944,1,1512168483
amberreid1591944,1,1512168483
amberreid1591944,1,1512168483
amberreid1591974,1,4248610932
amberreid1641944,1,3538611636
amberreid18121941,1,1471187732
amberryan18101932,0,3686783760
amberryanzr18111932,1,2053577180
amberschmelter1141974,0,2476970323
amberschmelter1141974,1,2476970323
ambertrenchuk11101984,1,3538049355
ambertrenchuk1171985,0,3646380548
ambervincent2101990,0,2718254836
ambervincent2101990,1,2718254836
ambervincent2101997,1,1535535354
ambervon hois2461997,1,1490347246
ambervon hoist14121957,1,2837735119
ambervon hoist2461997,1,2134726212
ambervon hoist2461997,0,2134726212
ambervon hoist2461997,1,2134726212
ambervon hoist2461997,1,2134726212
ambervon hoist2461997,1,2134726212
ambervpn hoist2461997,1,283890812
amberwebb1571947,0,1922985580
amberwebb1571947,1,1922985580
amberwebb1571947,1,1922985580
amberwebb1571947,1,1922985580
amberwebb1581992,0,3142480962
amberwebbu1571947,1,2963690194
amberwhite29111967,1,167485219
amberwhite29111967,1,167485219
amberwhite29111967,0,167485219
amberyfdwebb1571947,1,835022786
ambrosiakshorrock26121953,1,2674515073
ambrosiasamplton2641940,0,2540945765
ambrosiasampltonk2641940,1,946236149
ambrosiashorrock31121992,1,922191639
ambrosiashorrock31121992,1,922191639
ambrosiashorrock31121992,0,922191639
ambrosiashorrockro31121992,1,835018248
ambrosiasiorrock31121992,1,906592866
ambrosiathosrodk31121992,1,3355165288
amdurnin10101925,1,100084456
amdurnin1051925,1,424712593
ameliacochrane1211922,0,1081781956
ameliagraham-jones1961900,1,75747952
ameliagraham-jones1961900,0,75747952
ameliagraham-jones561900,1,1415339843
ameliagreen2481916,1,252854739
ameliagreen2481916,0,252854739
ameliakingswell1051952,1,252173850
ameliakingswell1051952,0,252173850
ameliakingswell1051952,1,252173850
ameliakingswell1151952,1,1896265444
ameliakingswell1621952,1,3673962248
ameliakingswellle1051952,1,1709616284
amelialowry9101923,0,2707781373
ameliamillar18121936,0,2110665793
ameliamo1361901,0,609798185
ameliamo1361901,1,609798185
ameliaptewzynjmlowry9101923,1,3032383991
amelielohe1361920,0,511439385
amelielohe1361920,1,511439385
amelielohesdutf1361920,1,489431172
amelieoaqgzspdylohe1361920,1,3278334625
amexbndrbhide29111907,1,380913994
ameyaodsbmillar2731918,1,1772530014
amfjsialowe3121973,1,3324610348
amjdiacurry2781934,1,230437135
amlowe751949,1,2072854835
amyberry23121965,0,1670143069
amyblake1571992,0,2198907147
amycampbell30101902,1,1927710317
amycampbell30101902,0,1927710317
amyflannery19121987,1,3064774564
amyflannery19121987,0,3064774564
amygreen141990,1,3780848627
amygreen141990,1,3780848627
amygreen141990,1,3780848627
amygreen141990,1,3780848627
amygreen141990,1,3780848627
amygreen141990,0,3780848627
amygreen7101920,1,2192519211
amygreente141990,1,2801157962
amyhawes2911940,0,603666902
amyhope10111954,0,1870305132
amyhope10111954,1,1870305132
amyhope10111965,1,1052404492
amyhppf111938,1,1652224814
amyjessup7101946,0,3489841817
amymason26111912,0,3587727592
amymason26111912,1,3587727592
amymoyse311974,0,203187274
amymoysetg311974,1,669058070
amynoble1851947,0,240815878
amyseetoh2351916,0,4042556959
amyshepherd2111961,1,953200951
amyshepherd2111961,0,953200951
amyshepherdfwrnoiq2111961,1,572476397
amyshepiere2421942,1,2076091935
amysommariva331992,0,2480078094
amysteinert22111941,1,1784296515
amysteinert22111941,0,1784296515
amytiggeman2691974,0,313490627
amytiggeman2691974,1,313490627
amytiggeman2691974,1,313490627
amyurenda2031904,0,2591569840
amyurenda2911915,1,94777727
amywasrmasonpbvo26111912,1,3525543584
amywhite1721934,0,3313056283
amyxhite1721934,1,1765113069
amyxmttiggeman2691974,1,3202935374
amzstbkluske2881917,1,1308830467
anariburrill15111967,0,643280861
anaripettigrove1861989,0,1237044336
anaripettigrove1861989,1,1237044336
anaripettigroveo1861989,1,709626998
anastasialongman1381939,0,4285282134
anastasialongman1381939,1,4285282134
anberreid1591944,1,1750659652
ancampbell2221929,1,2350911180
anceskerslake-lingiezrsbqc28121903,1,3846060791
ancesreidxhleoqbj1591944,1,138019251
andiegeorge1441949,0,3928979970
andieheorge1441949,1,3532289366
andihfprhe1241949,1,360451454
andmason1111932,1,589919155
andreryan2831951,1,2306787785
andrewberry2251954,0,4147196064
andrewbo2271940,1,1233787425
andrewboyle2271940,0,2644732525
andrewboyle2271940,1,2644732525
andrewboyme2271940,1,1938218843
andrewdunstone2631923,1,3212828973
andrewdunstone2631923,0,3212828973
andrewgaskin13101902,0,719032057
andrewgatkin13101902,1,1975904832
andrewgqfclwsimmonds16121913,1,2372729567
andrewhauser721917,1,3794397018
andrewhauser721927,0,2047235000
andrewhauser721927,1,2047235000
andrewhauser721927,1,2047235000
andrewiovino2381956,1,3108883745
andrewiovino2381956,0,3108883745
andrewjxyrthkwamatthewsfzedb3031934,1,358066985
andrewlarge481980,0,2382671356
andrewmadigan18121987,0,2927152698
andrewmadigan18121987,1,2927152698
andrewmarlow391955,0,1710865396
andrewmarlow391959,1,560225180
andrewmason15111932,1,665565828
andrewmason15111932,0,665565828
andrewmason15111932,1,665565828
andrewmatthews3031934,1,3551120230
andrewmatthews3031934,0,3551120230
andrewpjscnasmpw391955,1,3163407126
andrewrankine16111931,1,3619537030
andrewrankine16111931,0,3619537030
andrewrenfrey1511949,1,4254353185
andrewrenfrey1511949,1,4254353185
andrewrenfrey1511949,1,4254353185
andrewrenfrey1511949,0,4254353185
andrewrfnfrfy1911949,1,1521360978
andrewryan2831951,0,420544300
andrewryangzyqvwk1831931,1,1769729095
andrewsimmonds26121913,0,3027912149
andrewwang321926,0,665027481
andrewwebb25101900,0,1094740737
andrewwebb25101900,1,1094740737
andrewwebb25101900,1,1094740737
andrewwebb25101900,1,1094740737
andrewwebb25101900,1,1094740737
andrewwebb5101900,1,2926354361
andrewwebbsfkmubq23101901,1,3621706399
andrewwhite11121917,1,617831244
andrewwhite181962,1,1613419721
andrewwhite181962,0,1613419721
andrewwhite181962,1,1613419721
andrfwgaskin13101902,1,3926937280
anekamilburn421987,1,2799108910
anekamilburn8111917,0,3288545487
anekamilburn8111917,1,3288545487
angelicacapurso1971984,0,2228600589
angelicacoleman411915,1,447188709
angelicacoleman411915,0,447188709
angelicadomkus2081969,0,3844171458
angelicagreen30121905,0,4082554385
angelicagreen30121905,1,4082554385
angelicagreen30121905,1,4082554385
angelicagreen30121905,1,4082554385
angelinacampbell8111953,0,1103897082
angelinalowry2191935,0,2867674434
angelinalowry2191935,1,2867674434
angelinaryan1591946,0,317497727
angelinawheatley851938,0,229421239
angelinawheatley851938,1,229421239
angiearb2551989,1,2468398644
angiearbuckle2551989,0,3934651093
angiearbuckle2551989,1,3934651093
angiehyland381977,0,3627476296
angiehylandz381977,1,10986136
angiemcgahey2111900,1,3182487732
angiemcgahey2111900,0,3182487732
angiemcgahey4111900,1,4218069944
angiemcgaheykwts11111900,1,4244986197
angiewebb2321932,1,4256750116
angiewebb2351932,0,329601722
angiewebb2351932,1,329601722
angiewebb2351932,1,329601722
angiewimmer2891970,1,2487890229
angiewimmer2891970,0,2487890229
angiewimmer3091919,1,1832614849
angiezflgmcgahey2111900,1,1630222522
angiwe2351932,1,1676690425
angusakcchandler14121953,1,2946056785
anguschan14121953,1,2756406767
anguschandler14121953,1,229883488
anguschandler14121953,1,229883488
anguschandler14121953,0,229883488
anguschandler14121953,1,229883488
anguschandler14121953,1,229883488
anguschandler1641931,1,2541374928
anguscrook5111964,1,1959124718
anguscrook5111964,0,1959124718
angusgodfrey3091905,0,1008562180
angusmcgregor941917,0,454179638
angusztlngodfrey3091905,1,2185216427
anhauserxrbdljcsihfemka721927,1,4207398534
anitaafford4111939,1,3327090059
anitaafford4111939,1,3327090059
anitaafford4111939,1,3327090059
anitaafford4111939,1,3327090059
anitaafford4111939,1,3327090059
anitaafford4111939,0,3327090059
anitaafford611939,1,2131485947
anitakalma2291978,0,238216817
anitakalma2291978,1,238216817
annabelfarndell11121956,1,2568890516
annabelfarndell14121956,1,3269206861
annabelfarndell14121956,1,3269206861
annabelfarndell14121956,1,3269206861
annabelfarndell14121956,0,3269206861
annabelfarndell14121956,1,3269206861
annabelfarndell14121956,1,3269206861
annabelfarndell14121956,1,3269206861
annabelfarndell14121956,1,3269206861
annabelfarndell1421956,1,1890217821
annabelgriers2421984,1,678927006
annabelgrierson2421984,1,4159873057
annabelgrierson2421984,0,4159873057
annabelhsierson2441984,1,4087371445
annabellabyers2811963,0,302672910
annabellabyersbumhr2311963,1,459908051
annabellagoldsworthy1241934,1,1889255308
annabellagoldsworthy1691988,1,639160033
annabellagoldsworthy291988,1,2465541974
annabellagoldsworthy291988,1,2465541974
annabellagoldsworthy291988,1,2465541974
annabellagoldsworthy291988,0,2465541974
annabelleberry571943,0,2520393287
annabellecouzens851926,1,1972261435
annabellecouzens851926,0,1972261435
annabelledixon1751977,0,3637707317
annabelledixon1751977,1,3637707317
annabelleebert1381944,0,3686661453
annabelleebert22121944,1,3096863782
annabellekpcncouzensondqxezckurbhgv831926,1,1970727616
annabelleromeyn2911935,0,4170353151
annabelleromeyn2911935,1,4170353151
annabellewebb1771932,0,1363998818
annabellewebb1771932,1,1363998818
annabellewebb1771932,1,1363998818
annabellewebb3091902,1,3943812051
annabellewebb3091902,0,3943812051
annabellewebbwecnjpi1371902,1,1588153708
annabelmalin20101929,0,3221226343
annabelnalin20101929,1,4182885407
annabelthorpe531992,0,1611148502
annabelthorpe531992,1,1611148502
annabelthorpe871948,0,2180403260
annabelthorpehuwrdjz531992,1,2078604582
annakvfpreidmuez1111996,1,416769901
annaliseclarke441962,1,364858386
annaliseclarke441962,0,364858386
annalisema861927,1,1561188239
annalisema861927,0,1561188239
annalisereid2871974,1,1334464741
annalisereid451980,0,2681322710
annalisereid451980,1,2681322710
annalisereid451980,1,2681322710
annalisereid451980,1,2681322710
annalisevorrasi2131970,1,3680322800
annalisevorrasi2131970,0,3680322800
annalisevorrasi2131970,1,3680322800
annaljsema861927,1,4097386586
annalreid451980,1,3436539607
annamisema861927,1,1436857008
annareid1111996,0,2198197726
annelieseskvaril1931914,1,57578411
annelieseskvaril22111914,0,3421529980
annikacampbell2221929,0,957635016
annikacampbell2221929,1,957635016
annikamas1561986,1,2022059433
annikamason1561986,0,3971560131
annikamasonj751993,1,1226431452
antbansgrove3161940,1,2736749116
antheanguyen4111928,0,1635380726
antheanguyen4111928,1,1635380726
anthonybans1161940,1,2164340429
anthonybansgrove1161940,1,131247873
anthonybansgrove1161940,0,131247873
anthonybansgrove1161940,1,131247873
anthonybansgrove1161940,1,131247873
anthonyberry1861957,1,1622013478
anthonyberry1861957,1,1622013478
anthonyberry1861957,0,1622013478
anthonyberry1861957,1,1622013478
anthonyberry1861957,1,1622013478
anthonyberry1861957,1,1622013478
anthonyberry1861957,1,1622013478
anthonybrowne2721932,0,157011341
anthonyburkevics27101981,1,1393925747
anthonyburkevics2791918,1,3288730231
anthonyburkevics2791918,0,3288730231
anthonyburkevics2791918,1,3288730231
anthonydavid2241920,0,27932319
anthonygreen2441979,1,886349414
anthonygreen2441979,0,886349414
anthonygripton481989,0,3910924551
anthonyhope1251954,1,2444377213
anthonyhope2291933,0,4034019905
anthonylavis1761900,0,1840801702
anthonylavis1761900,1,1840801702
anthonyocuroche911993,1,2903604065
anthonyroche911993,1,3169439503
anthonyroche911993,0,3169439503
anthonyroche911993,1,3169439503
anthonyroche911993,1,3169439503
anthonyroche911999,1,1090260021
anthonyrochevomxd911993,1,1204479842
anthonyzberry1861957,1,3772166045
antongoode25101908,1,3989153368
antongoode25101908,0,3989153368
antongoode25101908,1,3989153368
antongoode25101908,1,3989153368
antongoode25101908,1,3989153368
antongoode25101908,1,3989153368
antoniohage3131933,1,493460906
antoniohage3131933,0,493460906
antoniohage3131933,1,493460906
antonmarinos2681951,0,66579064
antonmarinos2681951,1,66579064
antonmarinos2681955,1,3620027457
antonnavalli2991974,0,3173826983
aofszepessy24121938,1,742206625
aonabellfwebb2041962,1,2229998321
apbellchambers26111997,1,2638610070
aprilbellchambers2641997,0,3487888376
aprilc151989,1,3294255113
aprilcampbel471932,1,1340623192
aprilcampbell151989,0,3948644781
aprilcampbell151989,1,3948644781
aprilcampbell151989,1,3948644781
aprilcampbell191989,1,188212426
aprildurbridge2451919,1,2370782322
aprildurbridge2451919,1,2370782322
aprildurbridge2451919,0,2370782322
aprildurbridge2451919,1,2370782322
aprildurbridge2451919,1,2370782322
aprildurbridge2451919,1,2370782322
aprildurbridgekijnu2451919,1,777992171
aprillock3021976,1,166879203
aprillock321976,0,340289788
aprilmccracken2481917,0,1629633366
aprilmcgregor16101954,1,3027304194
aprilmcgregor28101954,1,1786943077
aprilmcgregor28101954,1,1786943077
aprilmcgregor28101954,1,1786943077
aprilmcgregor28101954,0,1786943077
aprilmdgregor28101954,1,2636835220
aprilnguyen1311921,0,3084074451
aprilohvyfo1311929,1,842225157
aprilsnell2241900,0,1033912759
aprilwebb2311906,1,2293462188
aprilwebb2511906,0,1095465735
aprilwehr9111994,0,1972159521
aprilwehr9111994,1,1972159521
arabehallmaier2821933,1,4164138028
arabellahallmaier2821933,0,3711121041
arabellaholyoak1131928,0,2427643190
arabellaholyoak1131928,1,2427643190
arabellaholyoak1131928,1,2427643190
arabellaholyoak1131928,1,2427643190
arabellaholyoak2331955,1,83112796
arabellareid2331964,0,2135336443
arabellareid2331964,1,2135336443
arabellasor1911945,1,1013586207
arabellasorsa1911945,0,3760212173
arabreid2331964,1,1180498715
archerbrammy281919,0,692148901
archiedokas1181940,1,512518134
archiedokas781940,1,3485772097
archiedokas781940,1,3485772097
archiedokas781940,1,3485772097
archiedokas781940,0,3485772097
archiemccarthy21121959,0,4199847569
archiewhite851956,1,3757323709
archiewhite851956,0,3757323709
areid211955,1,4032304587
arkimason22101985,0,1478500797
aroche911993,1,2564161334
arrenleonardos29101917,0,1143086054
arrenmatthews2111986,0,1221052027
arrenmlleonardos29101917,1,2056620139
arrenwhite1461974,0,1286820865
arrenwhite1461974,1,1286820865
arrenwiseman1971966,0,3689648158
arrenxdgehwwiseman1971966,1,1440962988
asbishop1691900,1,2581285977
ashachetter881944,0,1371301062
ashachettercq881944,1,805999687
ashlebishop1691900,1,3164853247
ashleebishop16111904,1,3273379836
ashleebishop1691900,0,3358613301
ashleebishop1691900,1,3358613301
ashleebishop1691900,1,3358613301
ashleebishop1691900,1,3358613301
ashleeqcuehbishop1691900,1,957516264
ashleetgpmezkawbishop1691900,1,767125340
ashleidroegemueller881930,1,1502867540
ashleighde bono2151943,1,2465860310
ashleighde bono2151943,0,2465860310
ashleighdroegemueller881930,1,2514713211
ashleighdroegemueller881930,0,2514713211
ashleighmatthews1311911,1,2447991100
ashleighmatthews1311911,0,2447991100
ashleighmatthews641914,1,1144812456
ashleighmatthews641914,1,1144812456
ashleighmatthews641914,0,1144812456
ashleighnatuhews1311911,1,3594448638
ashleighneumann27111996,0,2641107190
ashleighneumann27111996,1,2641107190
ashleighqswhite3101926,1,2530423562
ashleighrollins731918,1,3070587301
ashleighrollins731918,0,3070587301
ashleighugqneumann27111996,1,2427677485
ashleighwhi711982,1,1051204769
ashleighwhite3101926,1,1569617252
ashleighwhite3101926,0,1569617252
ashleighwhite3101936,1,2111743691
ashleighwhite3101986,1,3176756761
ashleighxhite3101926,1,2826158827
ashleyclutterbuck1081992,1,2138282848
ashleyclutterbuck1081992,0,2138282848
ashleyclutterbuck1081992,1,2138282848
ashleyclutterbuck1081992,1,2138282848
ashleyclutterbuck1081992,1,2138282848
ashleywebb2341967,1,2176889
ashleywebb2341967,1,2176889
ashleywebb2341967,0,2176889
ashleywebbe2341967,1,680838453
ashleywebbgceor2341967,1,1348990906
ashliecannell1121921,1,1033635447
ashliecannell1121921,0,1033635447
ashliecannell1121921,1,1033635447
ashliehanks1461938,1,3337217810
ashliehanks1461938,0,3337217810
ashliehanks461938,1,4249094590
ashlievavi391941,1,1710371600
ashlievavic391941,0,2337606275
ashmayer571908,0,1703263252
ashmayer571908,1,1703263252
ashmejgiwhite3101926,1,554225364
ashmejhiwhite3101926,1,2944560495
ashmfihhneumann27111996,1,2772527915
ashmunyarryun30111942,1,476207554
ashmunyarryun30111942,0,476207554
ashmunyarryun30111942,1,476207554
ashnguyen1811923,1,4030755775
ashnguyen1811923,1,4030755775
ashnguyen1811923,0,4030755775
